Date,Time,Time Interval,Number of Swipes,Dining Hall,Month of the Year,Dining Menu Quality,Exam/Reading Period or Weekend,Number of Students on Campus,Campus Events with Takeout Food,Number of Students on Declining Balance
10/25/24,18:15,6,250,0,10,3,0,1711,0,1600
10/25/24,18:30,7,350,1,10,3,0,1711,0,1600
10/25/24,18:30,7,250,0,10,3,0,1711,0,1600
10/25/24,18:45,8,159,1,10,3,0,1711,0,1600
10/25/24,18:45,8,126,0,10,3,0,1711,0,1600
10/25/24,19:00,9,181,1,10,3,0,1711,0,1600
10/25/24,19:00,9,113,0,10,3,0,1711,0,1600
10/25/24,19:15,10,152,1,10,3,0,1711,0,1600
10/25/24,19:15,10,107,0,10,3,0,1711,0,1600
10/25/24,19:30,11,162,1,10,3,0,1711,0,1600
10/25/24,19:30,11,109,0,10,3,0,1711,0,1600
10/25/24,19:45,12,176,1,10,3,0,1711,0,1600
10/25/24,19:45,12,145,0,10,3,0,1711,0,1600
10/28/24,17:00,1,156,1,10,2,0,1711,0,1600
10/28/24,17:00,1,110,0,10,2,0,1711,0,1600
10/28/24,17:15,2,155,1,10,2,0,1711,0,1600
10/28/24,17:15,2,118,0,10,2,0,1711,0,1600
10/28/24,17:30,3,112,1,10,2,0,1711,0,1600
10/28/24,17:30,3,123,0,10,2,0,1711,0,1600
10/28/24,17:45,4,153,1,10,2,0,1711,0,1600
10/28/24,17:45,4,125,0,10,2,0,1711,0,1600
10/28/24,18:00,5,232,1,10,2,0,1711,0,1600
10/28/24,18:00,5,247,0,10,2,0,1711,0,1600
10/28/24,18:15,6,270,1,10,2,0,1711,0,1600
10/28/24,18:15,6,237,0,10,2,0,1711,0,1600
10/28/24,18:30,7,279,1,10,2,0,1711,0,1600
10/28/24,18:30,7,247,0,10,2,0,1711,0,1600
10/28/24,18:45,8,133,1,10,2,0,1711,0,1600
10/28/24,18:45,8,124,0,10,2,0,1711,0,1600
10/28/24,19:00,9,125,1,10,2,0,1711,0,1600
10/28/24,19:00,9,119,0,10,2,0,1711,0,1600
10/28/24,19:15,10,124,1,10,2,0,1711,0,1600
10/28/24,19:15,10,125,0,10,2,0,1711,0,1600
10/28/24,19:30,11,150,1,10,2,0,1711,0,1600
10/28/24,19:30,11,107,0,10,2,0,1711,0,1600
10/28/24,19:45,12,141,1,10,2,0,1711,0,1600
10/28/24,19:45,12,119,0,10,2,0,1711,0,1600
10/29/24,17:00,1,150,1,10,3,0,1711,0,1600
10/29/24,17:00,1,108,0,10,3,0,1711,0,1600
10/29/24,17:15,2,158,1,10,3,0,1711,0,1600
10/29/24,17:15,2,131,0,10,3,0,1711,0,1600
10/29/24,17:30,3,135,1,10,3,0,1711,0,1600
10/29/24,17:30,3,131,0,10,3,0,1711,0,1600
10/29/24,17:45,4,152,1,10,3,0,1711,0,1600
10/29/24,17:45,4,102,0,10,3,0,1711,0,1600
10/29/24,18:00,5,305,1,10,3,0,1711,0,1600
10/29/24,18:00,5,250,0,10,3,0,1711,0,1600
10/29/24,18:15,6,281,1,10,3,0,1711,0,1600
10/29/24,18:15,6,250,0,10,3,0,1711,0,1600
10/29/24,18:30,7,323,1,10,3,0,1711,0,1600
10/29/24,18:30,7,233,0,10,3,0,1711,0,1600
10/29/24,18:45,8,168,1,10,3,0,1711,0,1600
10/29/24,18:45,8,115,0,10,3,0,1711,0,1600
10/29/24,19:00,9,142,1,10,3,0,1711,0,1600
10/29/24,19:00,9,101,0,10,3,0,1711,0,1600
10/29/24,19:15,10,184,1,10,3,0,1711,0,1600
10/29/24,19:15,10,123,0,10,3,0,1711,0,1600
10/29/24,19:30,11,157,1,10,3,0,1711,0,1600
10/29/24,19:30,11,129,0,10,3,0,1711,0,1600
10/29/24,19:45,12,148,1,10,3,0,1711,0,1600
10/29/24,19:45,12,149,0,10,3,0,1711,0,1600
10/30/24,17:00,1,138,1,10,1,0,1711,0,1600
10/30/24,17:00,1,100,0,10,1,0,1711,0,1600
10/30/24,17:15,2,130,1,10,1,0,1711,0,1600
10/30/24,17:15,2,112,0,10,1,0,1711,0,1600
10/30/24,17:30,3,120,1,10,1,0,1711,0,1600
10/30/24,17:30,3,109,0,10,1,0,1711,0,1600
10/30/24,17:45,4,143,1,10,1,0,1711,0,1600
10/30/24,17:45,4,89,0,10,1,0,1711,0,1600
10/30/24,18:00,5,254,1,10,1,0,1711,0,1600
10/30/24,18:00,5,179,0,10,1,0,1711,0,1600
10/30/24,18:15,6,229,1,10,1,0,1711,0,1600
10/30/24,18:15,6,180,0,10,1,0,1711,0,1600
10/30/24,18:30,7,273,1,10,1,0,1711,0,1600
10/30/24,18:30,7,207,0,10,1,0,1711,0,1600
10/30/24,18:45,8,119,1,10,1,0,1711,0,1600
10/30/24,18:45,8,104,0,10,1,0,1711,0,1600
10/30/24,19:00,9,146,1,10,1,0,1711,0,1600
10/30/24,19:00,9,112,0,10,1,0,1711,0,1600
10/30/24,19:15,10,112,1,10,1,0,1711,0,1600
10/30/24,19:15,10,107,0,10,1,0,1711,0,1600
10/30/24,19:30,11,129,1,10,1,0,1711,0,1600
10/30/24,19:30,11,79,0,10,1,0,1711,0,1600
10/30/24,19:45,12,152,1,10,1,0,1711,0,1600
10/30/24,19:45,12,113,0,10,1,0,1711,0,1600
10/31/24,17:00,1,88,1,10,2,0,1711,1,1600
10/31/24,17:00,1,78,0,10,2,0,1711,1,1600
10/31/24,17:15,2,84,1,10,2,0,1711,1,1600
10/31/24,17:15,2,75,0,10,2,0,1711,1,1600
10/31/24,17:30,3,84,1,10,2,0,1711,1,1600
10/31/24,17:30,3,92,0,10,2,0,1711,1,1600
10/31/24,17:45,4,97,1,10,2,0,1711,1,1600
10/31/24,17:45,4,108,0,10,2,0,1711,1,1600
10/31/24,18:00,5,136,1,10,2,0,1711,1,1600
10/31/24,18:00,5,174,0,10,2,0,1711,1,1600
10/31/24,18:15,6,163,1,10,2,0,1711,1,1600
10/31/24,18:15,6,171,0,10,2,0,1711,1,1600
10/31/24,18:30,7,146,1,10,2,0,1711,1,1600
10/31/24,18:30,7,203,0,10,2,0,1711,1,1600
10/31/24,18:45,8,71,1,10,2,0,1711,1,1600
10/31/24,18:45,8,105,0,10,2,0,1711,1,1600
10/31/24,19:00,9,109,1,10,2,0,1711,1,1600
10/31/24,19:00,9,97,0,10,2,0,1711,1,1600
10/31/24,19:15,10,96,1,10,2,0,1711,1,1600
10/31/24,19:15,10,88,0,10,2,0,1711,1,1600
10/31/24,19:30,11,89,1,10,2,0,1711,1,1600
10/31/24,19:30,11,85,0,10,2,0,1711,1,1600
10/31/24,19:45,12,88,1,10,2,0,1711,1,1600
10/31/24,19:45,12,102,0,10,2,0,1711,1,1600
11/1/24,17:00,1,145,1,11,3,0,1881,0,1600
11/1/24,17:00,1,124,0,11,3,0,1881,0,1600
11/1/24,17:15,2,155,1,11,3,0,1881,0,1600
11/1/24,17:15,2,136,0,11,3,0,1881,0,1600
11/1/24,17:30,3,151,1,11,3,0,1881,0,1600
11/1/24,17:30,3,145,0,11,3,0,1881,0,1600
11/1/24,17:45,4,168,1,11,3,0,1881,0,1600
11/1/24,17:45,4,139,0,11,3,0,1881,0,1600
11/1/24,18:00,5,252,1,11,3,0,1881,0,1600
11/1/24,18:00,5,201,0,11,3,0,1881,0,1600
11/1/24,18:15,6,277,1,11,3,0,1881,0,1600
11/1/24,18:15,6,233,0,11,3,0,1881,0,1600
11/1/24,18:30,7,265,1,11,3,0,1881,0,1600
11/1/24,18:30,7,235,0,11,3,0,1881,0,1600
11/1/24,18:45,8,134,1,11,3,0,1881,0,1600
11/1/24,18:45,8,116,0,11,3,0,1881,0,1600
11/1/24,19:00,9,147,1,11,3,0,1881,0,1600
11/1/24,19:00,9,119,0,11,3,0,1881,0,1600
11/1/24,19:15,10,101,1,11,3,0,1881,0,1600
11/1/24,19:15,10,133,0,11,3,0,1881,0,1600
11/1/24,19:30,11,150,1,11,3,0,1881,0,1600
11/1/24,19:30,11,99,0,11,3,0,1881,0,1600
11/1/24,19:45,12,176,1,11,3,0,1881,0,1600
11/1/24,19:45,12,124,0,11,3,0,1881,0,1600
11/4/24,17:00,1,126,1,11,2,0,1881,0,1600
11/4/24,17:00,1,134,0,11,2,0,1881,0,1600
11/4/24,17:15,2,144,1,11,2,0,1881,0,1600
11/4/24,17:15,2,105,0,11,2,0,1881,0,1600
11/4/24,17:30,3,137,1,11,2,0,1881,0,1600
11/4/24,17:30,3,112,0,11,2,0,1881,0,1600
11/4/24,17:45,4,140,1,11,2,0,1881,0,1600
11/4/24,17:45,4,145,0,11,2,0,1881,0,1600
11/4/24,18:00,5,281,1,11,2,0,1881,0,1600
11/4/24,18:00,5,229,0,11,2,0,1881,0,1600
11/4/24,18:15,6,287,1,11,2,0,1881,0,1600
11/4/24,18:15,6,219,0,11,2,0,1881,0,1600
11/4/24,18:30,7,264,1,11,2,0,1881,0,1600
11/4/24,18:30,7,226,0,11,2,0,1881,0,1600
11/4/24,18:45,8,167,1,11,2,0,1881,0,1600
11/4/24,18:45,8,117,0,11,2,0,1881,0,1600
11/4/24,19:00,9,154,1,11,2,0,1881,0,1600
11/4/24,19:00,9,101,0,11,2,0,1881,0,1600
11/4/24,19:15,10,134,1,11,2,0,1881,0,1600
11/4/24,19:15,10,110,0,11,2,0,1881,0,1600
11/4/24,19:30,11,119,1,11,2,0,1881,0,1600
11/4/24,19:30,11,128,0,11,2,0,1881,0,1600
11/4/24,19:45,12,137,1,11,2,0,1881,0,1600
11/4/24,19:45,12,95,0,11,2,0,1881,0,1600
11/5/24,17:00,1,184,1,11,3,0,1881,0,1600
11/5/24,17:00,1,124,0,11,3,0,1881,0,1600
11/5/24,17:15,2,146,1,11,3,0,1881,0,1600
11/5/24,17:15,2,120,0,11,3,0,1881,0,1600
11/5/24,17:30,3,193,1,11,3,0,1881,0,1600
11/5/24,17:30,3,127,0,11,3,0,1881,0,1600
11/5/24,17:45,4,135,1,11,3,0,1881,0,1600
11/5/24,17:45,4,138,0,11,3,0,1881,0,1600
11/5/24,18:00,5,297,1,11,3,0,1881,0,1600
11/5/24,18:00,5,246,0,11,3,0,1881,0,1600
11/5/24,18:15,6,264,1,11,3,0,1881,0,1600
11/5/24,18:15,6,233,0,11,3,0,1881,0,1600
11/5/24,18:30,7,287,1,11,3,0,1881,0,1600
11/5/24,18:30,7,233,0,11,3,0,1881,0,1600
11/5/24,18:45,8,167,1,11,3,0,1881,0,1600
11/5/24,18:45,8,131,0,11,3,0,1881,0,1600
11/5/24,19:00,9,142,1,11,3,0,1881,0,1600
11/5/24,19:00,9,134,0,11,3,0,1881,0,1600
11/5/24,19:15,10,142,1,11,3,0,1881,0,1600
11/5/24,19:15,10,114,0,11,3,0,1881,0,1600
11/5/24,19:30,11,140,1,11,3,0,1881,0,1600
11/5/24,19:30,11,108,0,11,3,0,1881,0,1600
11/5/24,19:45,12,171,1,11,3,0,1881,0,1600
11/5/24,19:45,12,136,0,11,3,0,1881,0,1600
11/6/24,17:00,1,139,1,11,2,0,1881,0,1600
11/6/24,17:00,1,126,0,11,2,0,1881,0,1600
11/6/24,17:15,2,125,1,11,2,0,1881,0,1600
11/6/24,17:15,2,126,0,11,2,0,1881,0,1600
11/6/24,17:30,3,172,1,11,2,0,1881,0,1600
11/6/24,17:30,3,113,0,11,2,0,1881,0,1600
11/6/24,17:45,4,125,1,11,2,0,1881,0,1600
11/6/24,17:45,4,113,0,11,2,0,1881,0,1600
11/6/24,18:00,5,322,1,11,2,0,1881,0,1600
11/6/24,18:00,5,236,0,11,2,0,1881,0,1600
11/6/24,18:15,6,277,1,11,2,0,1881,0,1600
11/6/24,18:15,6,231,0,11,2,0,1881,0,1600
11/6/24,18:30,7,305,1,11,2,0,1881,0,1600
11/6/24,18:30,7,219,0,11,2,0,1881,0,1600
11/6/24,18:45,8,157,1,11,2,0,1881,0,1600
11/6/24,18:45,8,103,0,11,2,0,1881,0,1600
11/6/24,19:00,9,184,1,11,2,0,1881,0,1600
11/6/24,19:00,9,117,0,11,2,0,1881,0,1600
11/6/24,19:15,10,160,1,11,2,0,1881,0,1600
11/6/24,19:15,10,103,0,11,2,0,1881,0,1600
11/6/24,19:30,11,166,1,11,2,0,1881,0,1600
11/6/24,19:30,11,99,0,11,2,0,1881,0,1600
11/6/24,19:45,12,142,1,11,2,0,1881,0,1600
11/6/24,19:45,12,113,0,11,2,0,1881,0,1600
11/7/24,17:00,1,96,1,11,3,0,1881,1,1600
11/7/24,17:00,1,88,0,11,3,0,1881,1,1600
11/7/24,17:15,2,106,1,11,3,0,1881,1,1600
11/7/24,17:15,2,112,0,11,3,0,1881,1,1600
11/7/24,17:30,3,110,1,11,3,0,1881,1,1600
11/7/24,17:30,3,102,0,11,3,0,1881,1,1600
11/7/24,17:45,4,103,1,11,3,0,1881,1,1600
11/7/24,17:45,4,103,0,11,3,0,1881,1,1600
11/7/24,18:00,5,196,1,11,3,0,1881,1,1600
11/7/24,18:00,5,222,0,11,3,0,1881,1,1600
11/7/24,18:15,6,174,1,11,3,0,1881,1,1600
11/7/24,18:15,6,211,0,11,3,0,1881,1,1600
11/7/24,18:30,7,195,1,11,3,0,1881,1,1600
11/7/24,18:30,7,240,0,11,3,0,1881,1,1600
11/7/24,18:45,8,132,1,11,3,0,1881,1,1600
11/7/24,18:45,8,114,0,11,3,0,1881,1,1600
11/7/24,19:00,9,95,1,11,3,0,1881,1,1600
11/7/24,19:00,9,110,0,11,3,0,1881,1,1600
11/7/24,19:15,10,93,1,11,3,0,1881,1,1600
11/7/24,19:15,10,130,0,11,3,0,1881,1,1600
11/7/24,19:30,11,101,1,11,3,0,1881,1,1600
11/7/24,19:30,11,123,0,11,3,0,1881,1,1600
11/7/24,19:45,12,105,1,11,3,0,1881,1,1600
11/7/24,19:45,12,95,0,11,3,0,1881,1,1600
11/8/24,17:00,1,165,1,11,3,0,1881,0,1600
11/8/24,17:00,1,98,0,11,3,0,1881,0,1600
11/8/24,17:15,2,171,1,11,3,0,1881,0,1600
11/8/24,17:15,2,107,0,11,3,0,1881,0,1600
11/8/24,17:30,3,143,1,11,3,0,1881,0,1600
11/8/24,17:30,3,96,0,11,3,0,1881,0,1600
11/8/24,17:45,4,190,1,11,3,0,1881,0,1600
11/8/24,17:45,4,114,0,11,3,0,1881,0,1600
11/8/24,18:00,5,328,1,11,3,0,1881,0,1600
11/8/24,18:00,5,248,0,11,3,0,1881,0,1600
11/8/24,18:15,6,294,1,11,3,0,1881,0,1600
11/8/24,18:15,6,222,0,11,3,0,1881,0,1600
11/8/24,18:30,7,340,1,11,3,0,1881,0,1600
11/8/24,18:30,7,236,0,11,3,0,1881,0,1600
11/8/24,18:45,8,136,1,11,3,0,1881,0,1600
11/8/24,18:45,8,146,0,11,3,0,1881,0,1600
11/8/24,19:00,9,149,1,11,3,0,1881,0,1600
11/8/24,19:00,9,121,0,11,3,0,1881,0,1600
11/8/24,19:15,10,181,1,11,3,0,1881,0,1600
11/8/24,19:15,10,119,0,11,3,0,1881,0,1600
11/8/24,19:30,11,184,1,11,3,0,1881,0,1600
11/8/24,19:30,11,115,0,11,3,0,1881,0,1600
11/8/24,19:45,12,150,1,11,3,0,1881,0,1600
11/8/24,19:45,12,128,0,11,3,0,1881,0,1600
11/11/24,17:00,1,158,1,11,2,0,1881,0,1600
11/11/24,17:00,1,120,0,11,2,0,1881,0,1600
11/11/24,17:15,2,150,1,11,2,0,1881,0,1600
11/11/24,17:15,2,95,0,11,2,0,1881,0,1600
11/11/24,17:30,3,128,1,11,2,0,1881,0,1600
11/11/24,17:30,3,111,0,11,2,0,1881,0,1600
11/11/24,17:45,4,140,1,11,2,0,1881,0,1600
11/11/24,17:45,4,113,0,11,2,0,1881,0,1600
11/11/24,18:00,5,269,1,11,2,0,1881,0,1600
11/11/24,18:00,5,233,0,11,2,0,1881,0,1600
11/11/24,18:15,6,297,1,11,2,0,1881,0,1600
11/11/24,18:15,6,226,0,11,2,0,1881,0,1600
11/11/24,18:30,7,262,1,11,2,0,1881,0,1600
11/11/24,18:30,7,232,0,11,2,0,1881,0,1600
11/11/24,18:45,8,139,1,11,2,0,1881,0,1600
11/11/24,18:45,8,113,0,11,2,0,1881,0,1600
11/11/24,19:00,9,127,1,11,2,0,1881,0,1600
11/11/24,19:00,9,129,0,11,2,0,1881,0,1600
11/11/24,19:15,10,135,1,11,2,0,1881,0,1600
11/11/24,19:15,10,100,0,11,2,0,1881,0,1600
11/11/24,19:30,11,153,1,11,2,0,1881,0,1600
11/11/24,19:30,11,119,0,11,2,0,1881,0,1600
11/11/24,19:45,12,142,1,11,2,0,1881,0,1600
11/11/24,19:45,12,103,0,11,2,0,1881,0,1600
11/12/24,17:00,1,191,1,11,3,0,1881,0,1600
11/12/24,17:00,1,138,0,11,3,0,1881,0,1600
11/12/24,17:15,2,166,1,11,3,0,1881,0,1600
11/12/24,17:15,2,126,0,11,3,0,1881,0,1600
11/12/24,17:30,3,159,1,11,3,0,1881,0,1600
11/12/24,17:30,3,135,0,11,3,0,1881,0,1600
11/12/24,17:45,4,150,1,11,3,0,1881,0,1600
11/12/24,17:45,4,123,0,11,3,0,1881,0,1600
11/12/24,18:00,5,350,1,11,3,0,1881,0,1600
11/12/24,18:00,5,250,0,11,3,0,1881,0,1600
11/12/24,18:15,6,281,1,11,3,0,1881,0,1600
11/12/24,18:15,6,224,0,11,3,0,1881,0,1600
11/12/24,18:30,7,253,1,11,3,0,1881,0,1600
11/12/24,18:30,7,250,0,11,3,0,1881,0,1600
11/12/24,18:45,8,154,1,11,3,0,1881,0,1600
11/12/24,18:45,8,133,0,11,3,0,1881,0,1600
11/12/24,19:00,9,139,1,11,3,0,1881,0,1600
11/12/24,19:00,9,129,0,11,3,0,1881,0,1600
11/12/24,19:15,10,164,1,11,3,0,1881,0,1600
11/12/24,19:15,10,127,0,11,3,0,1881,0,1600
11/12/24,19:30,11,168,1,11,3,0,1881,0,1600
11/12/24,19:30,11,142,0,11,3,0,1881,0,1600
11/12/24,19:45,12,161,1,11,3,0,1881,0,1600
11/12/24,19:45,12,148,0,11,3,0,1881,0,1600
11/13/24,17:00,1,109,1,11,2,0,1881,0,1600
11/13/24,17:00,1,98,0,11,2,0,1881,0,1600
11/13/24,17:15,2,134,1,11,2,0,1881,0,1600
11/13/24,17:15,2,113,0,11,2,0,1881,0,1600
11/13/24,17:30,3,162,1,11,2,0,1881,0,1600
11/13/24,17:30,3,127,0,11,2,0,1881,0,1600
11/13/24,17:45,4,149,1,11,2,0,1881,0,1600
11/13/24,17:45,4,129,0,11,2,0,1881,0,1600
11/13/24,18:00,5,270,1,11,2,0,1881,0,1600
11/13/24,18:00,5,228,0,11,2,0,1881,0,1600
11/13/24,18:15,6,245,1,11,2,0,1881,0,1600
11/13/24,18:15,6,222,0,11,2,0,1881,0,1600
11/13/24,18:30,7,279,1,11,2,0,1881,0,1600
11/13/24,18:30,7,235,0,11,2,0,1881,0,1600
11/13/24,18:45,8,117,1,11,2,0,1881,0,1600
11/13/24,18:45,8,123,0,11,2,0,1881,0,1600
11/13/24,19:00,9,177,1,11,2,0,1881,0,1600
11/13/24,19:00,9,99,0,11,2,0,1881,0,1600
11/13/24,19:15,10,162,1,11,2,0,1881,0,1600
11/13/24,19:15,10,113,0,11,2,0,1881,0,1600
11/13/24,19:30,11,160,1,11,2,0,1881,0,1600
11/13/24,19:30,11,116,0,11,2,0,1881,0,1600
11/13/24,19:45,12,158,1,11,2,0,1881,0,1600
11/13/24,19:45,12,102,0,11,2,0,1881,0,1600
11/14/24,17:00,1,145,1,11,1,0,1881,0,1600
11/14/24,17:00,1,93,0,11,1,0,1881,0,1600
11/14/24,17:15,2,131,1,11,1,0,1881,0,1600
11/14/24,17:15,2,82,0,11,1,0,1881,0,1600
11/14/24,17:30,3,110,1,11,1,0,1881,0,1600
11/14/24,17:30,3,100,0,11,1,0,1881,0,1600
11/14/24,17:45,4,122,1,11,1,0,1881,0,1600
11/14/24,17:45,4,96,0,11,1,0,1881,0,1600
11/14/24,18:00,5,238,1,11,1,0,1881,0,1600
11/14/24,18:00,5,236,0,11,1,0,1881,0,1600
11/14/24,18:15,6,240,1,11,1,0,1881,0,1600
11/14/24,18:15,6,190,0,11,1,0,1881,0,1600
11/14/24,18:30,7,250,1,11,1,0,1881,0,1600
11/14/24,18:30,7,197,0,11,1,0,1881,0,1600
11/14/24,18:45,8,146,1,11,1,0,1881,0,1600
11/14/24,18:45,8,88,0,11,1,0,1881,0,1600
11/14/24,19:00,9,138,1,11,1,0,1881,0,1600
11/14/24,19:00,9,96,0,11,1,0,1881,0,1600
11/14/24,19:15,10,139,1,11,1,0,1881,0,1600
11/14/24,19:15,10,108,0,11,1,0,1881,0,1600
11/14/24,19:30,11,131,1,11,1,0,1881,0,1600
11/14/24,19:30,11,108,0,11,1,0,1881,0,1600
11/14/24,19:45,12,120,1,11,1,0,1881,0,1600
11/14/24,19:45,12,86,0,11,1,0,1881,0,1600
11/15/24,17:00,1,165,1,11,3,0,1881,0,1600
11/15/24,17:00,1,134,0,11,3,0,1881,0,1600
11/15/24,17:15,2,145,1,11,3,0,1881,0,1600
11/15/24,17:15,2,144,0,11,3,0,1881,0,1600
11/15/24,17:30,3,175,1,11,3,0,1881,0,1600
11/15/24,17:30,3,126,0,11,3,0,1881,0,1600
11/15/24,17:45,4,186,1,11,3,0,1881,0,1600
11/15/24,17:45,4,125,0,11,3,0,1881,0,1600
11/15/24,18:00,5,278,1,11,3,0,1881,0,1600
11/15/24,18:00,5,244,0,11,3,0,1881,0,1600
11/15/24,18:15,6,320,1,11,3,0,1881,0,1600
11/15/24,18:15,6,242,0,11,3,0,1881,0,1600
11/15/24,18:30,7,313,1,11,3,0,1881,0,1600
11/15/24,18:30,7,250,0,11,3,0,1881,0,1600
11/15/24,18:45,8,164,1,11,3,0,1881,0,1600
11/15/24,18:45,8,137,0,11,3,0,1881,0,1600
11/15/24,19:00,9,170,1,11,3,0,1881,0,1600
11/15/24,19:00,9,115,0,11,3,0,1881,0,1600
11/15/24,19:15,10,175,1,11,3,0,1881,0,1600
11/15/24,19:15,10,116,0,11,3,0,1881,0,1600
11/15/24,19:30,11,159,1,11,3,0,1881,0,1600
11/15/24,19:30,11,101,0,11,3,0,1881,0,1600
11/15/24,19:45,12,185,1,11,3,0,1881,0,1600
11/15/24,19:45,12,143,0,11,3,0,1881,0,1600
11/18/24,17:00,1,169,1,11,2,0,1881,0,1600
11/18/24,17:00,1,130,0,11,2,0,1881,0,1600
11/18/24,17:15,2,155,1,11,2,0,1881,0,1600
11/18/24,17:15,2,115,0,11,2,0,1881,0,1600
11/18/24,17:30,3,171,1,11,2,0,1881,0,1600
11/18/24,17:30,3,122,0,11,2,0,1881,0,1600
11/18/24,17:45,4,133,1,11,2,0,1881,0,1600
11/18/24,17:45,4,97,0,11,2,0,1881,0,1600
11/18/24,18:00,5,252,1,11,2,0,1881,0,1600
11/18/24,18:00,5,194,0,11,2,0,1881,0,1600
11/18/24,18:15,6,248,1,11,2,0,1881,0,1600
11/18/24,18:15,6,227,0,11,2,0,1881,0,1600
11/18/24,18:30,7,282,1,11,2,0,1881,0,1600
11/18/24,18:30,7,248,0,11,2,0,1881,0,1600
11/18/24,18:45,8,146,1,11,2,0,1881,0,1600
11/18/24,18:45,8,131,0,11,2,0,1881,0,1600
11/18/24,19:00,9,161,1,11,2,0,1881,0,1600
11/18/24,19:00,9,121,0,11,2,0,1881,0,1600
11/18/24,19:15,10,151,1,11,2,0,1881,0,1600
11/18/24,19:15,10,91,0,11,2,0,1881,0,1600
11/18/24,19:30,11,172,1,11,2,0,1881,0,1600
11/18/24,19:30,11,116,0,11,2,0,1881,0,1600
11/18/24,19:45,12,129,1,11,2,0,1881,0,1600
11/18/24,19:45,12,103,0,11,2,0,1881,0,1600
11/19/24,17:00,1,135,1,11,2,0,1881,0,1600
11/19/24,17:00,1,123,0,11,2,0,1881,0,1600
11/19/24,17:15,2,101,1,11,2,0,1881,0,1600
11/19/24,17:15,2,103,0,11,2,0,1881,0,1600
11/19/24,17:30,3,123,1,11,2,0,1881,0,1600
11/19/24,17:30,3,114,0,11,2,0,1881,0,1600
11/19/24,17:45,4,140,1,11,2,0,1881,0,1600
11/19/24,17:45,4,140,0,11,2,0,1881,0,1600
11/19/24,18:00,5,288,1,11,2,0,1881,0,1600
11/19/24,18:00,5,238,0,11,2,0,1881,0,1600
11/19/24,18:15,6,261,1,11,2,0,1881,0,1600
11/19/24,18:15,6,234,0,11,2,0,1881,0,1600
11/19/24,18:30,7,254,1,11,2,0,1881,0,1600
11/19/24,18:30,7,209,0,11,2,0,1881,0,1600
11/19/24,18:45,8,135,1,11,2,0,1881,0,1600
11/19/24,18:45,8,121,0,11,2,0,1881,0,1600
11/19/24,19:00,9,143,1,11,2,0,1881,0,1600
11/19/24,19:00,9,110,0,11,2,0,1881,0,1600
11/19/24,19:15,10,115,1,11,2,0,1881,0,1600
11/19/24,19:15,10,118,0,11,2,0,1881,0,1600
11/19/24,19:30,11,163,1,11,2,0,1881,0,1600
11/19/24,19:30,11,107,0,11,2,0,1881,0,1600
11/19/24,19:45,12,182,1,11,2,0,1881,0,1600
11/19/24,19:45,12,124,0,11,2,0,1881,0,1600
11/20/24,17:00,1,154,1,11,3,0,1881,0,1600
11/20/24,17:00,1,122,0,11,3,0,1881,0,1600
11/20/24,17:15,2,165,1,11,3,0,1881,0,1600
11/20/24,17:15,2,130,0,11,3,0,1881,0,1600
11/20/24,17:30,3,170,1,11,3,0,1881,0,1600
11/20/24,17:30,3,128,0,11,3,0,1881,0,1600
11/20/24,17:45,4,134,1,11,3,0,1881,0,1600
11/20/24,17:45,4,99,0,11,3,0,1881,0,1600
11/20/24,18:00,5,251,1,11,3,0,1881,0,1600
11/20/24,18:00,5,222,0,11,3,0,1881,0,1600
11/20/24,18:15,6,313,1,11,3,0,1881,0,1600
11/20/24,18:15,6,248,0,11,3,0,1881,0,1600
11/20/24,18:30,7,350,1,11,3,0,1881,0,1600
11/20/24,18:30,7,249,0,11,3,0,1881,0,1600
11/20/24,18:45,8,188,1,11,3,0,1881,0,1600
11/20/24,18:45,8,133,0,11,3,0,1881,0,1600
11/20/24,19:00,9,147,1,11,3,0,1881,0,1600
11/20/24,19:00,9,89,0,11,3,0,1881,0,1600
11/20/24,19:15,10,153,1,11,3,0,1881,0,1600
11/20/24,19:15,10,121,0,11,3,0,1881,0,1600
11/20/24,19:30,11,169,1,11,3,0,1881,0,1600
11/20/24,19:30,11,149,0,11,3,0,1881,0,1600
11/20/24,19:45,12,146,1,11,3,0,1881,0,1600
11/20/24,19:45,12,103,0,11,3,0,1881,0,1600
11/21/24,17:00,1,100,1,11,3,0,1881,1,1600
11/21/24,17:00,1,115,0,11,3,0,1881,1,1600
11/21/24,17:15,2,75,1,11,3,0,1881,1,1600
11/21/24,17:15,2,97,0,11,3,0,1881,1,1600
11/21/24,17:30,3,91,1,11,3,0,1881,1,1600
11/21/24,17:30,3,110,0,11,3,0,1881,1,1600
11/21/24,17:45,4,122,1,11,3,0,1881,1,1600
11/21/24,17:45,4,113,0,11,3,0,1881,1,1600
11/21/24,18:00,5,226,1,11,3,0,1881,1,1600
11/21/24,18:00,5,220,0,11,3,0,1881,1,1600
11/21/24,18:15,6,198,1,11,3,0,1881,1,1600
11/21/24,18:15,6,205,0,11,3,0,1881,1,1600
11/21/24,18:30,7,215,1,11,3,0,1881,1,1600
11/21/24,18:30,7,219,0,11,3,0,1881,1,1600
11/21/24,18:45,8,102,1,11,3,0,1881,1,1600
11/21/24,18:45,8,109,0,11,3,0,1881,1,1600
11/21/24,19:00,9,121,1,11,3,0,1881,1,1600
11/21/24,19:00,9,106,0,11,3,0,1881,1,1600
